0.0	2.5
0.01	2.5
0.02	2.5
0.03	2.5
0.04	2.5
0.05	2.5
0.06	2.5
0.07	2.5
0.08	2.5
0.09	2.5
0.1	2.5
0.11	2.5
0.12	2.5
0.13	2.5
0.14	2.5
0.15	2.5
0.16	2.5
0.17	2.5
0.18	2.5
0.19	2.5
0.2	2.5
0.21	2.5
0.22	2.5
0.23	2.5
0.24	2.5
0.25	2.5
0.26	2.5
0.27	2.5
0.28	2.5
0.29	2.5
0.3	2.5
0.31	2.5
0.32	2.5
0.33	2.5
0.34	2.5
0.35000000000000003	2.5
0.36	2.5
0.37	2.5
0.38	2.5
0.39	2.5
0.4	2.5
0.41000000000000003	2.4390243902439024
0.42	2.380952380952381
0.43	2.3255813953488373
0.44	2.272727272727273
0.45	2.2222222222222223
0.46	2.1739130434782608
0.47000000000000003	2.127659574468085
0.48	2.0833333333333335
0.49	2.0408163265306123
0.5	2.0
0.51	1.9607843137254901
0.52	1.923076923076923
0.53	1.8867924528301885
0.54	1.8518518518518516
0.55	1.8181818181818181
0.56	1.7857142857142856
0.5700000000000001	1.7543859649122806
0.58	1.7241379310344829
0.59	1.6949152542372883
0.6	1.6666666666666667
0.61	1.639344262295082
0.62	1.6129032258064517
0.63	1.5873015873015872
0.64	1.5625
0.65	1.5384615384615383
0.66	1.5151515151515151
0.67	1.4925373134328357
0.68	1.4705882352941175
0.6900000000000001	1.4492753623188404
0.7000000000000001	1.4285714285714284
0.71	1.4084507042253522
0.72	1.3888888888888888
0.73	1.36986301369863
0.74	1.3513513513513513
0.75	1.3333333333333333
0.76	1.3157894736842106
0.77	1.2987012987012987
0.78	1.282051282051282
0.79	1.2658227848101264
0.8	1.25
0.81	1.2345679012345678
0.8200000000000001	1.2195121951219512
0.8300000000000001	1.2048192771084336
0.84	1.1904761904761905
0.85	1.1764705882352942
0.86	1.1627906976744187
0.87	1.1494252873563218
0.88	1.1363636363636365
0.89	1.1235955056179776
0.9	1.1111111111111112
0.91	1.0989010989010988
0.92	1.0869565217391304
0.93	1.075268817204301
0.9400000000000001	1.0638297872340425
0.9500000000000001	1.0526315789473684
0.96	1.0416666666666667
0.97	1.0309278350515465
0.98	1.0204081632653061
0.99	1.0101010101010102
1.0	1.0
1.01	0.9900990099009901
1.02	0.9803921568627451
1.03	0.970873786407767
1.04	0.9615384615384615
1.05	0.9523809523809523
1.06	0.9433962264150942
1.07	0.9345794392523364
1.08	0.9259259259259258
1.09	0.9174311926605504
1.1	0.9090909090909091
1.11	0.9009009009009008
1.12	0.8928571428571428
1.1300000000000001	0.8849557522123893
1.1400000000000001	0.8771929824561403
1.1500000000000001	0.8695652173913042
1.16	0.8620689655172414
1.17	0.8547008547008548
